;Pos;Wks;T10;Pk;X?;PkStreams;Total;ARTIST URL;TRACK;song name;album;artist;release_date;length;popularity;danceability;acousticness;energy;instrumentalness;liveness;loudness;speechiness;tempo;time_signature;mode;valence;key;release_month;Top100;Top1000;Top2000;Top2500;music_story_id;instagram_url;instagram_username;instagram_followers
1920;2835;4;;146;;3933773;13278689;0ZED1XzwlLHW4ZaG4lOT6m;0ZExP2I5Ej92PsnG4G1jVG;Uh Huh;Uh Huh;Julia Michaels;2017-06-02;177840;0;0.764;0.136;0.672;4.84e-05;0.0764;-4.924;0.184;137.948;4;1;0.528;4;6;0;0;0;0;;https://www.instagram.com/juliamichaels;juliamichaels;2107530.0
1921;199;56;3;7;;19545702;517161784;6S2OmqARrzebs0tKUEyXyp;3m660poUr1chesgkkjQM7P;Sorry Not Sorry;Tell Me You Love Me (Deluxe);Demi Lovato;2017-09-29;203760;0;0.704;0.0214;0.633;0.0;0.29;-6.923;0.241;144.021;4;0;0.863;11;9;0;1;1;1;114838;http://www.instagram.com/ddlovato;ddlovato;102471163.0
1922;199;56;3;7;;19545702;517161784;6S2OmqARrzebs0tKUEyXyp;3m660poUr1chesgkkjQM7P;Sorry Not Sorry;T R A P S O U L;Bryson Tiller;2015-10-02;200760;61;0.681;0.0477;0.608;0.0;0.225;-6.093;0.207;97.934;4;1;0.262;1;10;0;1;1;1;114838;http://www.instagram.com/ddlovato;ddlovato;102471163.0
1923;3443;1;;103;;6665963;6665963;6S2OmqARrzebs0tKUEyXyp;18ssFhD04lWo1RzpcohnrG;Anyone;Anyone;Justin Bieber;2021-01-01;190779;86;0.686;0.181;0.538;3.13e-06;0.113;-8.026;0.0345;115.884;4;1;0.584;2;1;0;1;1;1;114838;http://www.instagram.com/ddlovato;ddlovato;102471163.0
1924;3443;1;;103;;6665963;6665963;6S2OmqARrzebs0tKUEyXyp;18ssFhD04lWo1RzpcohnrG;Anyone;Anyone;Demi Lovato;2020-01-27;227813;62;0.557;0.876;0.387;0.0;0.111;-6.338;0.0374;129.98;4;1;0.317;11;1;0;1;1;1;114838;http://www.instagram.com/ddlovato;ddlovato;102471163.0
1925;968;35;;16;;7826287;132199923;6S2OmqARrzebs0tKUEyXyp;1KK0j3djUgx5tuOMwesdAT;Cool for the Summer;Cool for the Summer;Demi Lovato;2015-07-01;214746;0;0.586;0.00441;0.613;0.000183;0.0853;-5.593;0.0386;114.101;4;0;0.319;5;7;0;0;1;1;114838;http://www.instagram.com/ddlovato;ddlovato;102471163.0
1926;1217;19;;59;;5510873;90084120;6S2OmqARrzebs0tKUEyXyp;7xrA11O07xo57Bbg6p4hck;Body Say;Body Say;Demi Lovato;2016-07-01;193893;61;0.628;0.00415;0.74;0.0;0.277;-4.836;0.0358;86.983;4;0;0.257;5;7;0;0;1;1;114838;http://www.instagram.com/ddlovato;ddlovato;102471163.0
1927;1263;16;;70;;7115801;84724683;6S2OmqARrzebs0tKUEyXyp;5Htb1uFQ1KrkFXlefS8oGj;Tell Me You Love Me;Tell Me You Love Me;Demi Lovato;2017-09-29;236986;0;0.516;0.0247;0.592;0.0;0.181;-5.465;0.0566;82.05;4;0;0.271;3;9;0;0;1;1;114838;http://www.instagram.com/ddlovato;ddlovato;102471163.0
1928;1368;21;;36;;5932853;74067963;6S2OmqARrzebs0tKUEyXyp;6WjmPTZKeDylStKmGHLcqQ;Confident;Confident (Deluxe Edition);Demi Lovato;2015-01-01;205745;0;0.607;0.00155;0.747;0.000342;0.136;-6.241;0.0667;130.061;4;1;0.336;3;1;0;0;1;1;114838;http://www.instagram.com/ddlovato;ddlovato;102471163.0
1929;1880;5;;46;;12811166;38619943;6S2OmqARrzebs0tKUEyXyp;2IHLaN6wwYKQ3S24NsQqpA;I Love Me;I Love Me;Demi Lovato;2020-03-06;203672;72;0.664;0.00261;0.561;0.0;0.0764;-7.031;0.0495;150.093;4;1;0.713;6;3;0;0;0;1;114838;http://www.instagram.com/ddlovato;ddlovato;102471163.0
1930;2237;5;;93;;6171255;25355815;6S2OmqARrzebs0tKUEyXyp;0STK94RxUulYqWzwFlyAb5;Sober;Sober;Demi Lovato;2018-06-21;197893;71;0.397;0.798;0.303;4.16e-06;0.0824;-10.413;0.11;170.22;3;1;0.17;1;6;0;0;0;1;114838;http://www.instagram.com/ddlovato;ddlovato;102471163.0
1931;2237;5;;93;;6171255;25355815;6S2OmqARrzebs0tKUEyXyp;0STK94RxUulYqWzwFlyAb5;Sober;The Beautiful & Damned;G-Eazy;2017-12-15;203960;59;0.558;0.263;0.766;0.0;0.32;-5.953;0.231;96.281;4;0;0.182;6;12;0;0;0;1;114838;http://www.instagram.com/ddlovato;ddlovato;102471163.0
1932;2237;5;;93;;6171255;25355815;6S2OmqARrzebs0tKUEyXyp;0STK94RxUulYqWzwFlyAb5;Sober;Melodrama;Lorde;2017-06-16;197235;0;0.795;0.2;0.488;0.00364;0.133;-10.349;0.192;107.734;4;1;0.528;6;6;0;0;0;1;114838;http://www.instagram.com/ddlovato;ddlovato;102471163.0
1933;2237;5;;93;;6171255;25355815;6S2OmqARrzebs0tKUEyXyp;0STK94RxUulYqWzwFlyAb5;Sober;Revival (Deluxe);Selena Gomez;2015-10-09;194826;51;0.573;0.171;0.741;0.0;0.104;-3.22;0.0788;92.021;4;1;0.526;9;10;0;0;0;1;114838;http://www.instagram.com/ddlovato;ddlovato;102471163.0
1934;4630;1;;170;;1592017;1592017;6S2OmqARrzebs0tKUEyXyp;7I4zJamsReVjDMmx8GkH5r;Kingdom Come;Confident;Demi Lovato;2015-10-16;244014;0;0.563;0.0276;0.809;0.0;0.365;-5.09;0.0768;176.029;4;0;0.275;5;10;0;0;0;0;114838;http://www.instagram.com/ddlovato;ddlovato;102471163.0
1935;2275;12;;121;;2332001;24399209;2EMAnMvWE2eb56ToJVfCWs;16bHRxM89ue0TiCKARYbRp;Sorry Not Sorry;Tell Me You Love Me (Deluxe);Demi Lovato;2017-09-29;203760;0;0.704;0.0214;0.633;0.0;0.29;-6.923;0.241;144.021;4;0;0.863;11;9;0;1;1;1;4571819;http://www.instagram.com/brysontiller;brysontiller;6266362.0
1936;2275;12;;121;;2332001;24399209;2EMAnMvWE2eb56ToJVfCWs;16bHRxM89ue0TiCKARYbRp;Sorry Not Sorry;T R A P S O U L;Bryson Tiller;2015-10-02;200760;61;0.681;0.0477;0.608;0.0;0.225;-6.093;0.207;97.934;4;1;0.262;1;10;0;1;1;1;4571819;http://www.instagram.com/brysontiller;brysontiller;6266362.0
1937;676;55;;37;;6334569;200376769;2EMAnMvWE2eb56ToJVfCWs;3pXF1nA74528Edde4of9CC;Don't;Don't;Ed Sheeran;2014-06-13;219840;32;0.806;0.0113;0.608;0.0;0.635;-7.008;0.0659;95.049;4;1;0.849;1;6;0;1;1;1;4571819;http://www.instagram.com/brysontiller;brysontiller;6266362.0
1938;676;55;;37;;6334569;200376769;2EMAnMvWE2eb56ToJVfCWs;3pXF1nA74528Edde4of9CC;Don't;T R A P S O U L;Bryson Tiller;2015-10-02;198293;77;0.765;0.223;0.356;0.0;0.0963;-5.556;0.195;96.991;4;0;0.189;11;10;0;1;1;1;4571819;http://www.instagram.com/brysontiller;brysontiller;6266362.0
1939;972;45;;65;;4020032;130212326;2EMAnMvWE2eb56ToJVfCWs;43PuMrRfbyyuz4QpZ3oAwN;Exchange;T R A P S O U L;Bryson Tiller;2015-10-02;194613;77;0.525;0.107;0.433;0.0;0.135;-10.598;0.185;160.108;4;1;0.276;6;10;0;0;1;1;4571819;http://www.instagram.com/brysontiller;brysontiller;6266362.0
1940;3347;2;;136;;4205210;7433457;2EMAnMvWE2eb56ToJVfCWs;5GG3knKdxKWrNboRijxeKF;Run Me Dry;True to Self;Bryson Tiller;2017-05-26;169266;63;0.646;0.393;0.756;3e-05;0.202;-9.017;0.488;193.88;4;0;0.602;9;5;0;0;0;0;4571819;http://www.instagram.com/brysontiller;brysontiller;6266362.0
1941;4376;1;;180;;3351272;3351272;2EMAnMvWE2eb56ToJVfCWs;2rUwQj4SWaP2anuGDtNpYR;Self-Made;True to Self;Bryson Tiller;2017-05-26;167853;56;0.932;0.00304;0.702;1.86e-05;0.267;-3.459;0.0904;143.001;4;0;0.533;7;5;0;0;0;0;4571819;http://www.instagram.com/brysontiller;brysontiller;6266362.0
1942;4383;1;;183;;3320450;3320450;2EMAnMvWE2eb56ToJVfCWs;0OVhQZkNe7lh0fQeH96EFW;Don't Get Too High;True to Self;Bryson Tiller;2017-05-26;209040;50;0.88;0.0148;0.495;1.47e-06;0.121;-3.476;0.0695;124.024;4;1;0.469;1;5;0;0;0;0;4571819;http://www.instagram.com/brysontiller;brysontiller;6266362.0
1943;204;62;;27;;13084417;507361105;4rTv3Ejc7hKMtmoBOK1B4T;5DqdesEfbRyOlSS3Tf6c29;It's You;YOU;Ali Gatie;2019-11-08;212606;83;0.732;0.374;0.463;0.0;0.194;-6.972;0.0287;95.971;4;0;0.397;11;11;0;1;1;1;4724552;http://www.instagram.com/aligatie;aligatie;1700410.0
1944;986;15;;29;;13658542;128458623;4rTv3Ejc7hKMtmoBOK1B4T;3cqPu20DGTGUoZtbJH2Dmi;What If I Told You That I Love You;What If I Told You That I Love You;Ali Gatie;2020-01-24;193667;71;0.605;0.63;0.365;6.83e-06;0.0554;-11.144;0.111;84.628;4;1;0.224;7;1;0;0;1;1;4724552;http://www.instagram.com/aligatie;aligatie;1700410.0
1945;208;64;;18;;14096574;503935939;4kI8Ie27vjvonwaB2ePh8T;6QgjcU0zLnzq5OrUoSZ3OK;Feel It Still;Woodstock;Portugal. The Man;2017-06-16;163253;78;0.801;0.0417;0.795;0.000113;0.0717;-5.115;0.0504;79.028;4;0;0.754;1;6;0;1;1;1;109114;http://www.instagram.com/portugaltheman;portugaltheman;222493.0
1946;209;64;;19;;16136787;502428465;6t1gpxYbY8OlLA7D2RiikQ;7K7MUBCnzgBAvMVW2RTWNs;Body;Good News;Megan Thee Stallion;2020-11-20;171067;83;0.914;0.0166;0.732;0.0;0.107;-6.1;0.241;94.066;4;0;0.469;8;11;0;1;1;1;4708355;http://www.instagram.com/loudluxury;loudluxury;119082.0
1947;3214;2;;170;;4545552;8621769;6t1gpxYbY8OlLA7D2RiikQ;15fZrZhdK0g1BS9sDeW6sD;Love No More;Love No More;Loud Luxury;2018-08-31;168635;49;0.767;0.0221;0.678;4.82e-05;0.258;-6.249;0.054;121.01;4;1;0.217;0;8;0;0;0;0;4708355;http://www.instagram.com/loudluxury;loudluxury;119082.0
1948;1132;13;;61;;10356930;101256889;181bsRPaVXVlUKXrxwZfHK;0A1hoCfMLkiAgvhWkkucJa;Body;Good News;Megan Thee Stallion;2020-11-20;171067;83;0.914;0.0166;0.732;0.0;0.107;-6.1;0.241;94.066;4;0;0.469;8;11;0;1;1;1;4721594;http://www.instagram.com/theestallion;theestallion;22084868.0
1949;705;20;;16;;16972890;190528290;181bsRPaVXVlUKXrxwZfHK;55CHeLEfn5iJ0IIkgaa4si;Savage;Suga;Megan Thee Stallion;2020-03-06;155497;77;0.843;0.0252;0.741;0.0;0.096;-5.609;0.334;168.983;4;1;0.68;11;3;0;1;1;1;4721594;http://www.instagram.com/theestallion;theestallion;22084868.0
1950;3900;1;;187;;4981484;4981484;181bsRPaVXVlUKXrxwZfHK;0PQsrLxPbOBBwwmXCnGvcF;Diamonds;Love Goes;Sam Smith;2020-10-30;213869;74;0.637;0.161;0.666;0.0;0.108;-6.773;0.0494;104.02;4;0;0.529;10;10;0;0;1;1;4721594;http://www.instagram.com/theestallion;theestallion;22084868.0
1951;3900;1;;187;;4981484;4981484;181bsRPaVXVlUKXrxwZfHK;0PQsrLxPbOBBwwmXCnGvcF;Diamonds;Unapologetic (Deluxe);Rihanna;2012-12-11;225146;57;0.564;0.00125;0.71;0.0;0.109;-4.92;0.0461;91.972;4;0;0.393;11;12;0;0;1;1;4721594;http://www.instagram.com/theestallion;theestallion;22084868.0
1952;3784;1;;171;;5215211;5215211;181bsRPaVXVlUKXrxwZfHK;06scTb0zbkxYNgpAB3J9fN;B.I.T.C.H.;B.I.T.C.H.;Megan Thee Stallion;2020-01-24;183142;61;0.742;0.0851;0.731;0.0;0.131;-4.362;0.306;174.019;4;0;0.547;11;1;0;0;0;0;4721594;http://www.instagram.com/theestallion;theestallion;22084868.0
1953;4077;1;;166;;4577209;4577209;181bsRPaVXVlUKXrxwZfHK;6WbTTAGKrQtCQvmc5BuYfh;Girls in the Hood;Girls in the Hood;Megan Thee Stallion;2020-06-26;154323;74;0.821;0.00824;0.863;0.0;0.0377;-3.159;0.353;180.013;4;1;0.874;6;6;0;0;0;0;4721594;http://www.instagram.com/theestallion;theestallion;22084868.0
1954;210;62;4;10;;16501675;502209439;1HBjj22wzbscIZ9sEb5dyf;6OZh916QF8XNunWaP97WEZ;Fast Car;Fast Car;Jonas Blue;2015-12-04;212424;1;0.459;0.453;0.587;0.0;0.307;-6.983;0.0785;113.901;4;1;0.581;9;12;0;1;1;1;4633409;https://www.instagram.com/jonasblue;jonasblue;572779.0
1955;250;45;;11;;18912803;451206321;1HBjj22wzbscIZ9sEb5dyf;0NiXXAI876aGImAd6rTj8w;Mama;Jonas Blue: Electronic Nature - The Mix 2017;Jonas Blue;2017-07-14;181614;55;0.739;0.091;0.792;0.0;0.0516;-4.256;0.0418;104.016;4;0;0.547;11;7;0;1;1;1;4633409;https://www.instagram.com/jonasblue;jonasblue;572779.0
1956;263;58;;12;;17072020;436465982;1HBjj22wzbscIZ9sEb5dyf;1CUVN2kn7mW5FjkqXTR2W1;Perfect Strangers;Perfect Strangers;Jonas Blue;2016-06-03;196613;1;0.742;0.372;0.819;0.0;0.277;-5.307;0.0487;117.986;4;1;0.709;1;6;0;1;1;1;4633409;https://www.instagram.com/jonasblue;jonasblue;572779.0
1957;263;58;;12;;17072020;436465982;1HBjj22wzbscIZ9sEb5dyf;1CUVN2kn7mW5FjkqXTR2W1;Perfect Strangers;Tha Carter V;Lil Wayne;2018-09-28;249751;52;0.746;0.4;0.644;0.0;0.095;-2.605;0.232;146.187;4;1;0.542;7;9;0;1;1;1;4633409;https://www.instagram.com/jonasblue;jonasblue;572779.0
1958;269;46;;12;;20761497;430111732;1HBjj22wzbscIZ9sEb5dyf;3u1S1OmAUhx5DRlLrXqyp3;Rise;Rise;Jonas Blue;2018-05-25;194407;72;0.69;0.323;0.784;0.0;0.203;-4.653;0.032;106.066;4;1;0.669;1;5;0;1;1;1;4633409;https://www.instagram.com/jonasblue;jonasblue;572779.0
1959;269;46;;12;;20761497;430111732;1HBjj22wzbscIZ9sEb5dyf;3u1S1OmAUhx5DRlLrXqyp3;Rise;Rise;Katy Perry;2016-07-15;203474;0;0.535;0.0502;0.631;0.0;0.106;-6.396;0.0486;101.678;4;1;0.506;11;7;0;1;1;1;4633409;https://www.instagram.com/jonasblue;jonasblue;572779.0
1960;825;28;;34;;9731668;160793634;1HBjj22wzbscIZ9sEb5dyf;1D3ODoXHBLpdxolZRHWV1j;By Your Side;By Your Side;Jonas Blue;2016-10-28;201254;0;0.696;0.0778;0.743;0.0;0.0581;-3.838;0.0331;122.978;4;1;0.644;6;10;0;1;1;1;4633409;https://www.instagram.com/jonasblue;jonasblue;572779.0
1961;2231;6;;175;;4484978;25640810;1HBjj22wzbscIZ9sEb5dyf;6XqvFyJGdUD5IWee02ARKU;Polaroid;Blue;Jonas Blue;2018-11-09;193377;0;0.652;0.29;0.898;0.0;0.073;-4.481;0.0361;114.043;4;0;0.472;7;11;0;0;0;1;4633409;https://www.instagram.com/jonasblue;jonasblue;572779.0
1962;2231;6;;175;;4484978;25640810;1HBjj22wzbscIZ9sEb5dyf;6XqvFyJGdUD5IWee02ARKU;Polaroid;Smoke + Mirrors;Imagine Dragons;2014-12-16;230013;21;0.424;0.514;0.603;1.84e-06;0.238;-6.832;0.0495;155.319;4;1;0.258;1;12;0;0;0;1;4633409;https://www.instagram.com/jonasblue;jonasblue;572779.0
1963;211;47;7;9;;20399177;501969151;5pUo3fmmHT8bhCyHE52hA6;6EpRaXYhGOB3fj4V2uDkMJ;Strip That Down;Strip That Down;Liam Payne;2017-05-18;204502;2;0.869;0.246;0.485;0.0;0.0765;-5.595;0.0545;106.028;4;1;0.527;6;5;0;1;1;1;170236;http://www.instagram.com/liampayne;liampayne;22599454.0
1964;855;19;;27;;13208405;154395594;5pUo3fmmHT8bhCyHE52hA6;5hM6sP0Gh1jD57drszNueC;For You (Fifty Shades Freed) (& Rita Ora);"For You (Fifty Shades Freed) [From ""Fifty Shades Freed (Original Motion Picture Soundtrack)""]";Liam Payne;2018-01-05;244293;0;0.483;0.0188;0.799;0.0;0.226;-4.567;0.0366;112.946;4;0;0.171;2;1;0;1;1;1;170236;http://www.instagram.com/liampayne;liampayne;22599454.0
1965;1048;18;;57;;10135185;115586518;5pUo3fmmHT8bhCyHE52hA6;0Y4hwUppbGc8aIBmiTz30A;Familiar;Familiar;Liam Payne;2018-04-20;196552;63;0.636;0.0161;0.805;0.0;0.0793;-4.594;0.327;92.958;4;1;0.908;9;4;0;0;1;1;170236;http://www.instagram.com/liampayne;liampayne;22599454.0
1966;1868;7;;71;;7092315;39065102;5pUo3fmmHT8bhCyHE52hA6;1pZdegOXTZ2ftINo3oUuRZ;Bedroom Floor;Bedroom Floor;Liam Payne;2017-10-20;188346;0;0.678;0.301;0.679;0.000136;0.112;-7.093;0.0644;119.977;4;1;0.218;1;10;0;0;1;1;170236;http://www.instagram.com/liampayne;liampayne;22599454.0
1967;3490;1;;157;;6368370;6368370;5pUo3fmmHT8bhCyHE52hA6;4Day5xkFhvHLwXykznyRLA;All I Want (For Christmas);LP1;Liam Payne;2019-12-06;181144;0;0.581;0.811;0.257;0.0;0.514;-10.079;0.0355;140.007;4;0;0.297;7;12;0;0;0;0;170236;http://www.instagram.com/liampayne;liampayne;22599454.0
1968;212;38;;12;;18627585;501109324;45dkTj5sMRSjrmBSBeiHym;45bE4HXI0AwGZXfZtMp8JR;you broke me first;you broke me first;Tate McRae;2020-04-17;169265;89;0.667;0.785;0.373;0.0;0.0906;-9.389;0.05;124.148;4;1;0.0823;4;4;0;1;1;1;;https://www.instagram.com/tatemcrae;tatemcrae;1525709.0
1969;216;45;;16;;16286337;497281768;56oDRnqbIiwx4mymNEv7dS;5qmq61DAAOUaW8AUo8xKhh;Truth Hurts;Cuz I Love You (Deluxe);Lizzo;2019-05-03;173325;69;0.715;0.11;0.624;0.0;0.123;-3.046;0.114;158.087;4;0;0.412;4;5;0;1;1;1;4559323;http://instagram.com/lizzobeeating;lizzobeeating;10202217.0
1970;1706;10;;155;;5136515;47254137;56oDRnqbIiwx4mymNEv7dS;0k664IuFwVP557Gnx7RhIl;Juice;Cuz I Love You;Lizzo;2019-04-19;195144;77;0.767;0.00611;0.889;0.0;0.402;-2.988;0.0963;119.93;4;1;0.843;7;4;0;0;1;1;4559323;http://instagram.com/lizzobeeating;lizzobeeating;10202217.0
1971;217;46;10;9;;19989871;497222105;6fOMl44jA4Sp5b9PpYCkzz;6mrKP2jyIQmM0rw6fQryjr;Let You Down;Perception;NF;2017-10-06;212120;1;0.659;0.33;0.716;0.0;0.173;-5.673;0.111;148.015;4;0;0.437;5;10;0;1;1;1;4568639;http://instagram.com/nfrealmusic;nfrealmusic;2542002.0
1972;4001;1;;167;;4754698;4754698;6fOMl44jA4Sp5b9PpYCkzz;3EtyEzMpfKSaoVhPunvbRV;Leave Me Alone;Leave Me Alone;Flipp Dinero;2018-09-04;195637;67;0.792;0.107;0.743;0.0;0.183;-2.806;0.0851;150.024;4;1;0.742;7;9;0;1;1;1;4568639;http://instagram.com/nfrealmusic;nfrealmusic;2542002.0
1973;4001;1;;167;;4754698;4754698;6fOMl44jA4Sp5b9PpYCkzz;3EtyEzMpfKSaoVhPunvbRV;Leave Me Alone;The Search;NF;2019-07-26;308651;70;0.722;0.249;0.741;0.0;0.151;-3.72;0.19;162.11;4;1;0.46;1;7;0;1;1;1;4568639;http://instagram.com/nfrealmusic;nfrealmusic;2542002.0
1974;2824;3;;132;;4806415;13416937;6fOMl44jA4Sp5b9PpYCkzz;07FkzikE6FuHIa8Ma7zJGc;Lie;Perception;NF;2017-10-06;209213;78;0.513;0.161;0.661;0.0;0.246;-6.419;0.24;94.791;4;1;0.179;5;10;0;0;0;0;4568639;http://instagram.com/nfrealmusic;nfrealmusic;2542002.0
1975;3589;1;;144;;5897983;5897983;6fOMl44jA4Sp5b9PpYCkzz;5UMMPHPp6vRP6ghPpSUOzp;CLOUDS;CLOUDS;NF;2021-02-18;243750;75;0.793;0.371;0.65;0.0;0.854;-3.944;0.397;128.111;4;1;0.809;1;2;0;0;0;0;4568639;http://instagram.com/nfrealmusic;nfrealmusic;2542002.0
1976;3696;1;;138;;5468408;5468408;6fOMl44jA4Sp5b9PpYCkzz;0hWzB4dR1zwcokPvccww0k;When I Grow Up;When I Grow Up;NF;2019-06-27;196800;66;0.817;0.32;0.814;0.0;0.152;-3.985;0.185;109.994;4;1;0.247;2;6;0;0;0;0;4568639;http://instagram.com/nfrealmusic;nfrealmusic;2542002.0
1977;3774;1;;144;;5249202;5249202;6fOMl44jA4Sp5b9PpYCkzz;2OKo7g3KfmCt3kyLvUAL0g;The Search;The Search;NF;2019-05-30;248040;72;0.789;0.596;0.786;0.0;0.0997;-4.788;0.297;119.957;4;1;0.39;2;5;0;0;0;0;4568639;http://instagram.com/nfrealmusic;nfrealmusic;2542002.0
1978;3891;1;;200;;5013851;5013851;6fOMl44jA4Sp5b9PpYCkzz;2MZrOmrVxRmmOoFW6dhenG;LOST;LOST;NF;2021-03-11;234852;73;0.637;0.352;0.912;0.0;0.0657;-3.123;0.308;116.919;4;1;0.451;5;3;0;0;0;0;4568639;http://instagram.com/nfrealmusic;nfrealmusic;2542002.0
1979;218;44;;13;;19929893;494881693;4ETSs924pXMzjIeD6E9b4u;1Cv1YLb4q0RzL6pybtaMLo;Sunday Best;Where the Light Is;Surfaces;2019-01-06;158571;82;0.878;0.183;0.525;0.0;0.0714;-6.832;0.0578;112.022;4;1;0.694;5;1;0;1;1;1;4725326;http://www.instagram.com/surfacesmusic;surfacesmusic;301217.0
1980;225;73;;27;;14487348;491276302;5IH6FPUwQTxPSXurCrcIov;2qxmye6gAegTMjLKEBoR3d;Let Me Down Slowly;Narrated For You;Alec Benjamin;2018-11-16;169353;83;0.652;0.74;0.557;0.0;0.124;-5.714;0.0318;150.073;4;0;0.483;1;11;0;1;1;1;4505941;http://www.instagram.com/alecbenjamin;alecbenjamin;1513020.0
1981;1547;10;;95;;6367254;56518706;5CiGnKThu5ctn9pBxv7DGa;1KVczjazCcCCgM3gXXUl47;Roses;Roses;The Chainsmokers;2015-06-16;226738;73;0.713;0.0435;0.802;0.00377;0.309;-7.055;0.0561;100.001;4;1;0.343;4;6;0;1;1;1;4480232;http://www.instagram.com/itsbennyblanco;itsbennyblanco;770004.0
1982;982;13;;21;;16111773;128974936;5CiGnKThu5ctn9pBxv7DGa;1WSGTYKLEpKfNQYYW5Oymt;I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy);I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy);benny blanco;2019-02-28;158027;69;0.541;0.404;0.468;3.65e-06;0.358;-4.039;0.362;95.266;4;0;0.69;10;2;0;0;1;1;4480232;http://www.instagram.com/itsbennyblanco;itsbennyblanco;770004.0
1983;230;34;10;4;;25335647;483456853;1SupJlEpv7RS2tPNRaHViT;39N9RPD9MRb5WmoLzNzPeA;X;X;Nicky Jam;2018-03-02;173627;5;0.595;0.0364;0.773;0.00108;0.334;-4.736;0.0549;180.073;4;0;0.711;9;3;0;1;1;1;4560807;http://www.instagram.com/nickyjam;nickyjam;40261557.0
1984;230;34;10;4;;25335647;483456853;1SupJlEpv7RS2tPNRaHViT;39N9RPD9MRb5WmoLzNzPeA;X;Luv Is Rage 2;Lil Uzi Vert;2017-08-25;173797;58;0.623;0.0043;0.58;0.0;0.394;-7.076;0.332;163.159;4;1;0.301;8;8;0;1;1;1;4560807;http://www.instagram.com/nickyjam;nickyjam;40261557.0
1985;433;74;;20;;7326481;299114213;1SupJlEpv7RS2tPNRaHViT;4Ld3RS6KBXGsvtfmnjxlVl;El Perdón;El Perdón;Nicky Jam;2015-04-08;207013;0;0.622;0.423;0.701;0.0;0.0955;-5.452;0.0559;179.998;4;1;0.645;8;4;0;1;1;1;4560807;http://www.instagram.com/nickyjam;nickyjam;40261557.0
1986;456;31;;28;;12171705;288089804;1SupJlEpv7RS2tPNRaHViT;6v0lAdFF4haL8xjBIUjtOw;Te Robaré;Te Robaré;Nicky Jam;2019-03-22;201818;5;0.673;0.241;0.752;4.51e-05;0.0813;-3.572;0.0561;175.997;4;0;0.797;2;3;0;1;1;1;4560807;http://www.instagram.com/nickyjam;nickyjam;40261557.0
1987;487;37;;32;;10699820;273666162;1SupJlEpv7RS2tPNRaHViT;3umS4y3uQDkqekNjVpiRUs;El Amante;Fénix;Nicky Jam;2017-01-20;219506;69;0.683;0.243;0.691;0.0;0.14;-5.535;0.0432;179.91;4;1;0.732;8;1;0;1;1;1;4560807;http://www.instagram.com/nickyjam;nickyjam;40261557.0
1988;789;20;;44;;9807122;168292955;1SupJlEpv7RS2tPNRaHViT;2pWOMNQJW3g2zmGjP0Vkb0;Whine Up;Intimo;Nicky Jam;2019-11-01;215459;71;0.817;0.0549;0.665;0.0;0.103;-6.224;0.0758;104.957;4;0;0.662;9;11;0;1;1;1;4560807;http://www.instagram.com/nickyjam;nickyjam;40261557.0
1989;830;44;;52;;4702381;159996077;1SupJlEpv7RS2tPNRaHViT;4wFHfY9IILHLNwakPuFogD;Hasta el Amanecer;Hasta el Amanecer;Nicky Jam;2016-01-13;197213;0;0.837;0.283;0.608;0.0;0.0855;-6.046;0.0381;94.0;4;0;0.582;6;1;0;1;1;1;4560807;http://www.instagram.com/nickyjam;nickyjam;40261557.0
1990;874;20;;44;;11224878;149955246;1SupJlEpv7RS2tPNRaHViT;4VgYtXCVJ7IbWAZ5ryfvEQ;Muévelo;Muévelo;Nicky Jam;2020-01-08;194892;74;0.594;0.415;0.808;1.39e-05;0.565;-2.409;0.0489;188.09;4;1;0.919;7;1;0;1;1;1;4560807;http://www.instagram.com/nickyjam;nickyjam;40261557.0
1991;1031;18;;82;;7330583;118844500;1SupJlEpv7RS2tPNRaHViT;68mrW6gXHgupgSiDHgaDi5;Polvo;Polvo;Nicky Jam;2020-11-20;211130;83;0.763;0.0105;0.621;2.94e-06;0.106;-6.169;0.066;82.042;4;0;0.582;11;11;0;0;1;1;4560807;http://www.instagram.com/nickyjam;nickyjam;40261557.0
1992;1424;13;;112;;6064034;67953092;1SupJlEpv7RS2tPNRaHViT;3KekO5WUfJsh7kYU9o2w50;Atrévete;Atrévete;Nicky Jam;2019-08-02;198320;1;0.552;0.311;0.675;0.0;0.119;-3.824;0.297;183.785;4;1;0.586;11;8;0;0;1;1;4560807;http://www.instagram.com/nickyjam;nickyjam;40261557.0
1993;1664;9;;79;;6699032;49843582;1SupJlEpv7RS2tPNRaHViT;4DnHUy01jEA4b5ydC3HgsT;Live It Up - Official Song 2018 FIFA World Cup Russia;Live It Up (Official Song 2018 FIFA World Cup Russia);Nicky Jam;2018-05-25;207977;61;0.582;0.00573;0.944;1.27e-06;0.547;-0.928;0.185;143.97;4;0;0.8;2;5;0;0;1;1;4560807;http://www.instagram.com/nickyjam;nickyjam;40261557.0
